id_match,team_team_abbrev_name,distancia
104164,LLT,4.8467869290317855
104164,MBA,5.0302579487377885
104165,COV,4.79550850731253
104165,UCM,3.9593569705021454
104166,CAZ,2.7369825654980064
104166,GIR,4.174511158274487
104167,BAX,4.258086173045622
104167,BKN,3.0745031010590136
104168,BAR,4.4538902422753734
104168,RMB,4.117263847900743
104169,HIO,4.249104488494318
104169,VBC,4.9079559567752336
104170,DGC,4.9083825003394965
104170,JOV,4.1682764738041564
104171,MBA,4.049489258896197
104171,SBB,4.659171695905499
104172,BAX,4.5405317167238755
104172,BRE,3.9836683240185558
104173,UCM,3.3380682530316834
104173,UNI,3.5863215951640632
104174,CAZ,3.3605864032035835
104174,LLT,4.644935309638966
104175,BAR,4.321035974111812
104175,GIR,4.185150502727603
104176,BKN,5.249157770086746
104176,COR,5.066124836376511
104177,COV,4.069915632241632
104177,RMB,3.9197322932820464
104178,BAX,3.8811939443631145
104178,UCM,4.099998486370239
104179,GIR,5.332399866884431
104179,HIO,4.468418179086349
104180,BRE,4.360074605265163
104180,MBA,4.4476013264756515
104181,CAZ,5.37758749755374
104181,UNI,4.597124207622739
104182,LLT,4.451625495464064
104182,SBB,4.459510285269211
104183,BAR,4.595474102419006
104183,JOV,4.806635075171861
104184,COR,3.6838099477848805
104184,VBC,4.828252541609056
104185,COV,3.6481010063512116
104185,DGC,4.062417653745551
104186,BKN,4.012422901462564
104186,RMB,4.837839740310806
104187,SBB,4.543364275377642
104187,UNI,3.652535403780054
104188,COV,3.9669159549307293
104188,VBC,4.49465094094879
104189,BAX,4.56843861674892
104189,CAZ,4.578108161399386
104190,JOV,3.5884006765274603
104190,MBA,4.1578890515941564
104191,HIO,2.6948202948137334
104191,UCM,3.3984358725007175
104192,BRE,4.440547938215344
104192,COR,5.054483570751267
104193,BAR,5.044003973034197
104193,DGC,4.868522953175914
104194,BKN,4.801140401932525
104194,GIR,4.4565760811655935
104195,LLT,4.54883560888918
104195,RMB,3.8300448692731
104196,COR,4.9580869977952835
104196,UCM,4.32846298046053
104197,BAX,4.015276856592377
104197,JOV,3.8367950935283055
104198,GIR,4.358966613559764
104198,LLT,4.3420606762610285
104199,UNI,4.43587136182848
104199,VBC,4.758988930207323
104200,DGC,4.568005680455277
104200,HIO,4.00589349758262
104201,CAZ,4.2577416096747385
104201,COV,4.076320778163655
104202,BAR,4.360253515778364
104202,SBB,4.242200188927958
104203,BKN,5.178661357103984
104203,BRE,4.912061506931323
104204,MBA,5.080792188663578
104204,RMB,4.0269549441984704
104205,BAX,4.713150534387059
104205,VBC,3.885345837207435
104206,BRE,3.8668165072606886
104206,SBB,5.265792697203839
104207,GIR,4.279143800876865
104207,UNI,5.1368864822346945
104208,COV,4.398727147099257
104208,JOV,3.8198828303955827
104209,CAZ,3.7678091847185087
104209,MBA,4.616727562769006
104210,DGC,4.564097631447651
104210,LLT,4.955684841806717
104211,BKN,4.372932409629928
104211,HIO,4.694430697390411
104212,COR,3.8440591334038716
